prompt,response,ground_truth
" Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ","To determine how many shirts Oliver didn't wash, we need to follow these steps:

1. Calculate the total number of shirts Oliver needed to wash.
2. Subtract the number of shirts he actually washed from the total number of shirts.

First, let's calculate the total number of shirts:
- Short sleeve shirts: 39
- Long sleeve shirts: 47

Total number of shirts = 39 (short sleeve) + 47 (long sleeve) = 86 shirts

Next, we know that Oliver washed 20 shirts by the time school started.

Now, let's find out how many shirts he didn't wash:
- Total shirts needed to be washed: 86
- Shirts actually washed: 20

Number of shirts not washed = Total shirts - Shirts washed = 86 - 20 = 66

Therefore, Oliver did not wash 66 shirts.",66
 For the school bake sale Wendy made pastries. She baked 4 cupcakes and 29 cookies. After the sale she had 24 to take back home. How many pastries did she sell? ,"To find out how many pastries Wendy sold, we need to determine the total number of pastries she initially baked and then subtract the number of items she took home.

Wendy made:
- 4 cupcakes
- 29 cookies

The total number of pastries (cupcakes + cookies) she initially baked is:

\[ 4 \text{ cupcakes} + 29 \text{ cookies} = 33 \text{ pastries} \]

After the sale, Wendy had 24 items to take back home. These 24 items include both cupcakes and cookies.

Let's denote:
- \( C \) as the number of cupcakes sold.
- \( K \) as the number of cookies sold.

We know that:

\[ C + K = 24 \]

Since she initially had 4 cupcakes, the number of cupcakes sold is:

\[ C = 4 - (C_{\text{initial}} - C_{\text{sold}}) \]
where \( C_{\text{initial}} \) is the initial number of cupcakes and \( C_{\text{sold}} \) is the number of cupcakes sold.

Given that she had 29 cookies initially, we can find out how many cookies were sold:

\[ K = 29 - (K_{\text{initial}} - K_{\text{sold}}) \]
where \( K_{\text{initial}} \) is the initial number of cookies and \( K_{\text{sold}} \) is the number of cookies sold.

Since she had 4 cupcakes initially, we can calculate:

\[ C = 4 - (C_{\text{initial}} - C_{\text{sold}}) = 4 - (4 - C_{\text{sold}}) = C_{\text{sold}} \]

And since the total number of items taken home is 24, we can write:

\[ C + K = 24 \]
\[ C_{\text{sold}} + K_{\text{sold}} = 24 \]

Given \( C_{\text{initial}} = 4 \) and \( K_{\text{initial}} = 29 \), we can find:

\[ C_{\text{sold}} + K_{\text{sold}} = 24 \]
\[ C_{\text{sold}} + (K_{\text{initial}} - K_{\text{sold}}) = 24 \]

Since \( K_{\text{initial}} = 29 \):

\[ C_{\text{sold}} + (29 - K_{\text{sold}}) = 24 \]
\[ C_{\text{sold}} + 29 - K_{\text{sold}} = 24 \]
\[ C_{\text{sold}} - K_{\text{sold}} = 24 - 29 \]
\[ C_{\text{sold}} - K_{\text{sold}} = -5 \]

Since \( C_{\text{sold}} + K_{\text{sold}} = 24 \):

We can solve these equations simultaneously:

From \( C_{\text{sold}} + K_{\text{sold}} = 24 \) and \( C_{\text{sold}} - K_{\text{sold}} = -5 \), we get:
\[ 2C_{\text{sold}} = 19 \]
\[ C_{\text{sold}} = 9.5 \]

Since the number of pastries sold must be an integer, let's recheck:

If \( C_{\text{sold}} + K_{\text{sold}} = 24 \) and \( C_{\text{sold}} - K_{\text{sold}} = -5 \):

\[ C_{\text{sold}} = 9.5 \] (not possible, as it's not an integer)

Rechecking the problem setup:

If she had initially 33 pastries:
- Sold \( C + K = 24 \)
- Remaining: 24

Thus, Wendy sold:

\[ C_{\text{sold}} = 9 \]
\[ K_{\text{sold}} = 15 \]

So the total number of pastries sold is:

\[ C_{\text{sold}} + K_{\text{sold}} = 9 + 15 = 24 \]

Therefore, Wendy sold \( 24 - 4 = 20 \) pastries. 

Final answer: Wendy sold 20 pastries.",9
" While on vacation, Debby took 24 pictures at the zoo and 12 at the museum. If she later deleted 14 of the pictures, how many pictures from her vacation did she still have? ","Let's break down the problem step by step:

1. First, we need to find out the total number of pictures Debby took:
   - At the zoo: 24 pictures
   - At the museum: 12 pictures

   Total pictures taken = 24 (zoo) + 12 (museum) = 36 pictures.

2. Next, we need to account for the number of pictures she deleted:
   - She deleted 14 pictures.

3. To find out how many pictures she still has, we subtract the number of pictures she deleted from the total number of pictures taken:
   - Pictures remaining = Total pictures taken - Pictures deleted
   - Pictures remaining = 36 (total) - 14 (deleted) = 22 pictures.

Therefore, Debby still had 22 pictures from her vacation.",22
" Katie picked 3 tulips and 9 roses to make flower bouquets. If she only used 10 of the flowers though, how many extra flowers did Katie pick? ","Katie initially picked a total of 3 tulips + 9 roses = 12 flowers.

She only used 10 of these flowers for her bouquets. 

To find out how many extra flowers she picked, we subtract the number of flowers she used from the total number of flowers she picked: 

12 (total flowers) - 10 (used flowers) = 2 extra flowers.

So, Katie had 2 extra flowers that she did not use in her bouquets.",2
" Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, how many problems did she have to do for homework? ","Faye initially had a total of 46 math problems plus 9 science problems for homework, which sums up to:

\[ 46 + 9 = 55 \]

problems in total.

She finished 40 of these problems at school. Therefore, the number of problems she has left to do for homework is:

\[ 55 - 40 = 15 \]

So, Faye had to do 15 problems for her homework.",15
" Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ","Initially, Amy had a total of 4 music files + 21 video files = 25 files on her flash drive.

If she then deleted 23 of those files, we subtract that number from the initial total: 

25 - 23 = 2

So, there were still 2 files left on Amy's flash drive.",2
" Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ","To find out how many good games Ned ended up with, we need to follow these steps:

1. Calculate the total number of games Ned bought.
2. Subtract the number of non-working games from the total.

First, let's calculate the total number of games Ned bought:
- From a friend: 11 games
- At a garage sale: 22 games

Total games = 11 + 22 = 33 games

Next, we need to subtract the number of non-working games from this total. According to the problem, 19 of the games didn't work.

Number of good games = Total games - Non-working games
Number of good games = 33 - 19 = 14

So, Ned ended up with 14 good games.",14
 Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,"To find out how many points Chloe had at the end of the trivia game, we need to add up her scores from each round and then subtract the points she lost in the last round.

Here's the calculation:

1. Points scored in the first round: +40 points
2. Points scored in the second round: +50 points
3. Points lost in the last round: -4 points

Now, let's add these together:
\[ 40 + 50 - 4 \]

First, add the points from the first and second rounds:
\[ 40 + 50 = 90 \]

Then subtract the points lost in the last round:
\[ 90 - 4 = 86 \]

So, Chloe had 86 points at the end of the game.",86
" At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ","Tom initially won a total of 32 tickets from playing 'whack a mole' and 25 tickets from playing 'skeeball'. To find out the total number of tickets he had before spending any, we add these two amounts together:

\[ \text{Total Tickets} = 32 + 25 = 57 \]

Tom then spent 7 of his tickets on a hat. To find out how many tickets Tom has left, we subtract the 7 tickets he spent from the total number of tickets he had:

\[ \text{Tickets Left} = 57 - 7 = 50 \]

So, Tom has 50 tickets left.",50
" Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ","To determine the number of bad carrots, we need to follow these steps:

1. Calculate the total number of carrots picked by Bianca and her mom.
2. Subtract the number of good carrots from the total number of carrots.

First, let's find out the total number of carrots:
- Bianca picked 26 carrots.
- Her mother picked 15 carrots.

Total number of carrots = 26 (picked by Bianca) + 15 (picked by her mom)
Total number of carrots = 41

Next, we know that only 16 of the carrots were good. To find out how many bad carrots there are, we subtract the number of good carrots from the total number of carrots:

Number of bad carrots = Total number of carrots - Number of good carrots
Number of bad carrots = 41 - 16
Number of bad carrots = 25

Therefore, they had 25 bad carrots.",25
 For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,"To determine how many pastries Katie sold, we need to follow these steps:

1. Calculate the total number of pastries Katie initially made.
2. Subtract the number of pastries she took back from the initial total.

First, let's find out the total number of pastries Katie baked:
- She baked 7 cupcakes and 5 cookies.
- Therefore, the total number of pastries is \(7 + 5 = 12\).

Next, we know that after the sale, she had 8 pastries left. To find out how many pastries she sold, we subtract the number of pastries she took back from the initial total:
- She initially baked 12 pastries and took back 8.
- Therefore, the number of pastries sold is \(12 - 8 = 4\).

So, Katie sold 4 pastries.",4
 Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,"Zoe has two coloring books, each with 44 pictures. So, the total number of pictures in both books is:

\[ 44 + 44 = 88 \]

After one week, Zoe has already colored 20 pictures. To find out how many pictures she still needs to color, we subtract the number of pictures she has already colored from the total number of pictures:

\[ 88 - 20 = 68 \]

Therefore, Zoe still has to color 68 pictures.",68
" John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ","To find out how many good games John ended up with, we need to follow these steps:

1. Calculate the total number of games John bought.
2. Subtract the number of non-working games from the total number of games.

First, let's calculate the total number of games John bought:
- From a friend: 21 games
- Garage sale: 8 games

Total number of games = 21 + 8 = 29 games

Next, we know that out of these 29 games, 23 didn't work. To find the number of good games, we subtract the non-working games from the total:

Number of good games = Total number of games - Number of non-working games
Number of good games = 29 - 23 = 6

So, John ended up with 6 good games.",6
 Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,"Let's break down the problem step by step:

1. Initially, Henry has $11.
2. He received an additional $18 for his birthday.
3. After receiving the birthday money, he spent $10 on a new game.

First, we calculate how much money Henry had after receiving the birthday money:
\[ 11 + 18 = 29 \]

Then, we subtract the amount he spent on the game from this total:
\[ 29 - 10 = 19 \]

So, Henry now has $19.",19
" While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ","Gwen initially took 41 pictures at the zoo and 29 pictures at the museum. To find out the total number of pictures she had before deleting any, we add these numbers together:

\[ 41 + 29 = 70 \]

After taking all those pictures, Gwen deleted 15 of them. To find out how many pictures she still has, we subtract the number of deleted pictures from her initial total:

\[ 70 - 15 = 55 \]

So, Gwen still had 55 pictures from her vacation.",55
" Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ","Sam initially planned to wash 40 short sleeve shirts and 23 long sleeve shirts, which totals:

\[ 40 + 23 = 63 \]

By the time school started, Sam had washed only 29 of them. To find out how many he did not wash, we subtract the number of shirts he washed from the total number of shirts he planned to wash:

\[ 63 - 29 = 34 \]

So, Sam did not wash 34 shirts.",34
 A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ," Initially, the pet store had 12 Siamese cats and 20 house cats. To find out how many cats there were in total initially, we add these numbers together:

\[ 12 \text{ (Siamese cats)} + 20 \text{ (house cats)} = 32 \text{ (total cats)} \]

During the sale, they sold 20 cats. To find out how many cats are left, we subtract the number of cats sold from the total number of cats initially:

\[ 32 \text{ (initial total cats)} - 20 \text{ (cats sold)} = 12 \text{ (cats remaining)} \]

So, they have 12 cats left.",12
" Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ","To determine the number of bad carrots, we need to follow these steps:

1. Calculate the total number of carrots picked by Faye and her mom.
2. Subtract the number of good carrots from the total number of carrots to find out how many bad carrots there are.

First, let's calculate the total number of carrots:
- Faye picked 23 carrots.
- Her mother picked 5 carrots.
So, the total number of carrots is \(23 + 5 = 28\).

Next, we know that only 12 of these carrots were good. Therefore, the number of bad carrots can be found by subtracting the number of good carrots from the total number of carrots:
\[28 - 12 = 16.\]

Thus, the number of bad carrots is \(\boxed{16}\).",16
" The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ","To determine how many extra apples the cafeteria ended up with, we need to follow these steps:

1. Calculate the total number of apples ordered.
2. Determine how many apples were actually used (which is equal to the number of students who wanted fruit).
3. Subtract the number of apples used from the total number of apples ordered to find out how many extra apples there are.

Let's start with step 1: The cafeteria ordered 43 red apples and 32 green apples, so the total number of apples ordered is:
\[ 43 + 32 = 75 \]

Next, for step 2: Only 2 students wanted fruit. Therefore, the number of apples used is equal to the number of students who wanted fruit, which is 2.

For step 3: To find out how many extra apples there are, we subtract the number of apples used from the total number of apples ordered:
\[ 75 - 2 = 73 \]

Therefore, the cafeteria ended up with 73 extra apples.",73
" There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ","To determine how many students did not get called back for the basketball team, we need to follow these steps:

1. Calculate the total number of students who tried out.
2. Subtract the number of students who were called back from the total number of students.

First, let's find the total number of students who tried out:
- There are 39 girls and 4 boys.
- Therefore, the total number of students is \(39 + 4 = 43\).

Next, we know that only 26 students were called back. To find out how many did not make the cut, we subtract the number of students who got called back from the total number of students:
\[ 43 - 26 = 17 \]

So, the number of students who didn't make the cut is \( \boxed{17} \).",17
 A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,"Initially, the pet store had 38 Siamese cats and 25 house cats. To find out how many cats they started with in total, we add these numbers together:

\[ 38 + 25 = 63 \]

So, the pet store initially had 63 cats.

During a sale, they sold 45 cats. To find out how many cats are left, we subtract the number of cats sold from the initial total:

\[ 63 - 45 = 18 \]

Therefore, after selling 45 cats during the sale, the pet store has 18 cats left.",18
 For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,"To determine how many pastries Paige sold, we need to follow these steps:

1. Calculate the total number of pastries Paige initially made.
2. Subtract the number of pastries she took back home from the initial total.

First, let's find out the total number of pastries Paige baked:
- She baked 36 cupcakes and 9 cookies.
- Therefore, the total number of pastries is \(36 + 9 = 45\).

Next, we know that after the sale she had 4 pastries left. To find out how many pastries were sold, we subtract the number of pastries taken back from the initial total:
- Initial total pastries: 45
- Pastries taken back home: 4

So, the number of pastries sold is \(45 - 4 = 41\).

Therefore, Paige sold 41 pastries.",41
 Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,"To determine how many points Carol had at the end of the trivia game, we need to add up her scores from each round and then subtract the points she lost in the final round.

Here's the breakdown:
- In the first round, she scored 17 points.
- In the second round, she scored 6 points.
- In the last round, she lost 16 points (which is represented as -16).

Now we add these scores together:

\[ 17 + 6 - 16 \]

First, let's add 17 and 6:
\[ 17 + 6 = 23 \]

Then subtract 16 from the result:
\[ 23 - 16 = 7 \]

So, at the end of the game, Carol had 7 points.",7
 Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,"Gwen initially has a total of 10 + 39 = 49 pictures from the two coloring books.

After one week, she has colored 13 pictures. Therefore, the number of pictures she still needs to color is 49 - 13 = 36 pictures.",36
" For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ","To determine how many pieces of candy Janet and her sister have left after eating some on Halloween night, we can follow these steps:

1. First, calculate the total number of candies they had combined:
   - Janet had 34 pieces.
   - Her sister had 33 pieces.
   \[
   34 + 33 = 67
   \]

2. Next, subtract the number of candies they ate on the first night from their total:
   - They ate 4 pieces.
   \[
   67 - 4 = 63
   \]

Therefore, Janet and her sister have 63 pieces of candy left after eating some on Halloween night.",63
" Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ","To find out how many bad carrots Haley and her mother had, we need to follow these steps:

1. Calculate the total number of carrots picked.
2. Subtract the number of good carrots from the total number of carrots.

First, let's calculate the total number of carrots picked:
- Haley picked 39 carrots.
- Her mom picked 38 carrots.

Total number of carrots = 39 + 38

Now, we add these numbers together:

\[ 39 + 38 = 77 \]

So, they picked a total of 77 carrots. 

Next, we know that only 64 of the carrots were good. To find out how many bad carrots there are, we subtract the number of good carrots from the total number of carrots:

Number of bad carrots = Total number of carrots - Number of good carrots

Substituting the numbers we have:

\[ 77 - 64 \]

Now, let's perform this subtraction:

\[ 77 - 64 = 13 \]

Therefore, they had 13 bad carrots.",13
" There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ","To determine how many students did not get called back for the school's basketball team, we need to follow these steps:

1. Calculate the total number of students who tried out.
2. Subtract the number of students who were called back from the total number of students.

First, let's find the total number of students who tried out:
- Number of girls: 30
- Number of boys: 36

Total number of students = Number of girls + Number of boys
\[ \text{Total number of students} = 30 + 36 = 66 \]

Next, we know that only 10 students were called back. To find out how many did not make the cut, we subtract the number of students who were called back from the total number of students:
\[ \text{Number of students who didn't make the cut} = \text{Total number of students} - \text{Number of students called back} \]
\[ \text{Number of students who didn't make the cut} = 66 - 10 = 56 \]

Therefore, 56 students did not make the cut for the school's basketball team.",56
 Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,"Let's break down the problem step by step:

1. Roger initially has $29.
2. He receives an additional $20 for his birthday, so we add this to his initial amount:
   \[
   29 + 20 = 49
   \]
3. Then he spends $34 on a new game. We subtract this from the total amount he had after receiving the birthday money:
   \[
   49 - 34 = 15
   \]

So, Roger now has $15.",15
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ","Dave initially had to wash a total of 29 short sleeve shirts and 11 long sleeve shirts, which sums up to:

\[ 29 + 11 = 40 \]

By the time school started, Dave had washed 35 of them. To find out how many he did not wash, we subtract the number of shirts he washed from the total number of shirts he needed to wash:

\[ 40 - 35 = 5 \]

So, Dave did not wash 5 shirts.",5
" Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ","To determine how many good games Edward ended up with, we need to follow these steps:

1. Calculate the total number of games Edward bought.
2. Subtract the number of non-working games from the total number of games.

First, let's find out the total number of games Edward bought:
- He bought 41 games from a friend.
- He also bought 14 more at a garage sale.

Total number of games = 41 + 14 = 55

Next, we know that 31 of these games didn't work. To find the number of good games, we subtract the non-working games from the total:

Number of good games = Total number of games - Number of non-working games
Number of good games = 55 - 31 = 24

Therefore, Edward ended up with 24 good games.",24
" At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ","To determine the number of new books Sam bought at the school's book fair, we need to follow these steps:

1. Calculate the total number of books Sam bought.
2. Subtract the number of used books from the total number of books to find out how many are new.

First, let's calculate the total number of books Sam bought:
- Adventure books: 13
- Mystery books: 17

Total number of books = Number of adventure books + Number of mystery books
\[ \text{Total number of books} = 13 + 17 = 30 \]

Next, we know that out of these 30 books, 15 were used. To find the number of new books, we subtract the number of used books from the total number of books:
\[ \text{Number of new books} = \text{Total number of books} - \text{Number of used books} \]
\[ \text{Number of new books} = 30 - 15 = 15 \]

Therefore, Sam bought 15 new books.",15
" Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ","Initially, Amy had a total of 26 music files + 36 video files = 62 files on her flash drive.

If she deleted 48 of these files, then the number of files remaining would be 62 - 48 = 14 files. 

So, there were still 14 files on Amy's flash drive after deleting some.",14
 Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,"Let's break down the problem step by step:

1. Oliver initially had $35.
2. He received an additional $50 for his birthday, so we add this to his initial amount:
   \[
   35 + 50 = 85
   \]
3. Then he spent $84 on a new game. To find out how much money he has left after the purchase, we subtract $84 from the total amount he had after receiving the birthday money:
   \[
   85 - 84 = 1
   \]

So, Oliver now has $1.",1
 Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,"To find out how many points Emily had at the end of the game, we need to add her scores from each round together and then subtract the points she lost in the last round.

First, let's sum up her scores from the first two rounds:
- Points from the first round: 16
- Points from the second round: 33

Adding these together:
\[ 16 + 33 = 49 \]

Next, we need to account for the points she lost in the last round. She lost 48 points.

Now, subtract the points lost from her total score after the first two rounds:
\[ 49 - 48 = 1 \]

Therefore, Emily had 1 point at the end of the game.",1
" Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ","Paige initially had a total of 43 math problems plus 12 science problems for homework, which sums up to:

\[ 43 + 12 = 55 \]

problems in total.

She finished 44 of these problems at school. Therefore, the number of problems she has left to do for homework is:

\[ 55 - 44 = 11 \]

So Paige had 11 problems left to do for her homework.",11
" The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? "," To determine how many extra apples the cafeteria ended up with, we need to follow these steps:

1. Calculate the total number of apples ordered.
2. Determine the number of apples actually used (which is equal to the number of students who wanted fruit).
3. Subtract the number of apples used from the total number of apples ordered to find out how many extra apples were left.

Let's start with step 1: The cafeteria ordered:
- 33 red apples
- 23 green apples

Total number of apples ordered = 33 + 23 = 56 apples

Next, for step 2: Only 21 students wanted fruit. Therefore, the number of apples used is equal to the number of students who wanted fruit:
Number of apples used = 21 apples

Now, for step 3: Subtract the number of apples used from the total number of apples ordered to find out how many extra apples were left:
Extra apples = Total number of apples ordered - Number of apples used
Extra apples = 56 - 21 = 35

Therefore, the cafeteria ended up with 35 extra apples.",35
" Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ","Dave initially had to wash a total of 9 short sleeve shirts + 27 long sleeve shirts = 36 shirts.

By the time school started, he had washed 20 shirts. Therefore, the number of shirts he didn't wash is 36 - 20 = 16 shirts.",16
" While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ","Rachel initially took a total of 6 pictures at the zoo plus 9 pictures at the museum, which sums up to:

\[ 6 + 9 = 15 \]

pictures.

After deleting 11 of these pictures, the number of pictures Rachel still has is:

\[ 15 - 11 = 4 \]

So, Rachel still had 4 pictures from her vacation.",4
" Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ","To find out how many bad carrots they had, we need to follow these steps:

1. Calculate the total number of carrots picked.
2. Subtract the number of good carrots from the total number of carrots.

First, let's calculate the total number of carrots picked:
Vanessa picked 17 carrots and her mother picked 14 carrots.
So, the total number of carrots is \(17 + 14 = 31\).

Next, we know that only 24 of these carrots were good. To find out how many bad carrots there are, we subtract the number of good carrots from the total number of carrots:
The number of bad carrots is \(31 - 24 = 7\).

So, they had \(\boxed{7}\) bad carrots.",7
