prompt,response,ground_truth
" The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ","The cafeteria ordered 33 red apples and 23 green apples for students lunches. If only 21 students wanted fruit, then the cafeteria ended up with 33 - 21 = 12 extra apples.",35
" Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ","Dave washed 9 shirts and 27 shirts, so he washed 9 + 27 = 36 shirts by the time school started. Therefore, he washed 20 - 36 = 16 shirts by the time school started.",16
" While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ","Rachel still had 5 pictures from her vacation. She took 6 at the zoo and 9 at the museum, and 11 were deleted, leaving 5.",4
" Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ","Vanessa picked 17 and her mother picked 14, so they picked a total of 17 + 14 = 31 carrots. If only 24 of the carrots were good, then 24 was less than 31, so there were more bad carrots than good carrots.",7
 A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,"Sure. Here's the answer:

After the sale, the pet store had 41 + 28 = 69 cats. 

When they sold 15 cats, they had 41 - 15 = 26 cats left. 

Therefore, the pet store has 26 cats left.",54
" At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ","Sure. To find the number of new books Sam bought, we need to subtract the number of books he bought from the total number of books he bought. 

Sam bought 13 adventure books and 17 mystery books, so he bought 13 + 17 = 30 books in total. 

If 15 of the books were used, then 15 books were taken out of the total number of books. 

Therefore, Sam bought 30 - 15 = 15 new books.",15
" Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",Amy had 26 - 48 = 28 music files and 36 - 48 = 38 video files left on her flash drive.,14
 Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,"Sure. Here's the calculation:

Starting amount: 35 dollars

Increase from birthday gift: 50 dollars

Amount spent on game: 84 dollars

New amount = Starting amount + Increase - Amount spent

= 35 + 50 - 84

= 15 dollars

Therefore, Oliver has 15 dollars now.",1
 Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,"Emily scored 16 points in the first round, 33 points in the second round, and lost 48 points in the last round. 

Therefore, her total points at the end of the game were 16 + 33 - 48 = 13 points.",1
" Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ","Paige finished 44 of the 43 math problems and 12 science problems, so she had to do 43 - 12 = 31 problems for homework.",11
" The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ","The cafeteria ordered 33 red apples and 23 green apples for students lunches. If only 21 students wanted fruit, then the cafeteria ended up with 33 - 21 = 12 extra apples.",35
" Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ","Dave washed 9 shirts and 27 shirts, so he washed 9 + 27 = 36 shirts by the time school started. Therefore, he washed 20 - 36 = 16 shirts by the time school started.",16
" While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ","Rachel still had 5 pictures from her vacation. She took 6 at the zoo and 9 at the museum, and 11 were deleted, leaving 5.",4
" Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ","Vanessa picked 17 and her mother picked 14, so they picked a total of 17 + 14 = 31 carrots. If only 24 of the carrots were good, then 24 was less than 31, so there were more bad carrots than good carrots.",7
 A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,"Sure. Here's the answer:

After the sale, the pet store had 41 + 28 = 69 cats. 

When they sold 15 cats, they had 41 - 15 = 26 cats left. 

Therefore, the pet store has 26 cats left.",54
" Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick? ","Janet picked 4 tulips and 11 roses. If she only used 11 of the flowers, she picked 4 - 11 = 7 extra flowers.",4
" Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive? ",Vanessa had 13 - 10 = 3 music files and 30 - 10 = 20 video files left on her flash drive.,33
 Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,"There are 16 pictures in the first book and 40 pictures in the second book. So, there are 40 pictures in total. 

After one week, Debbie colored 33 pictures, so she still needs to color 40 - 33 = 7 pictures. 

Therefore, Debbie still has 7 pictures to color.",23
" The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with? ","Sure. Here's how to calculate the extra apples the cafeteria ended up with:

**Red apples:** 8 apples
**Green apples:** 43 apples

**Total apples ordered:** 8 apples + 43 apples = 51 apples

**Number of students who wanted fruit:** 42

**Extra apples:** 51 apples - 42 apples = 9 apples

Therefore, the cafeteria ended up with 9 extra apples.",9
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ","Sure, here's the calculation:

Edward made 2 dollars in the spring and 27 dollars in the summer, for a total of 2 + 27 = 39 dollars.

After buying supplies for 5 dollars, he had 39 - 5 = 34 dollars left.",24
 A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left? ,"The pet store had 36 siamese cats and 18 house cats. So, 36 + 18 = 54 cats. After the sale, they sold 26 cats, so they have 54 - 26 = 28 cats left.",28
" Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have? ","Olivia picked 20 carrots and her mom picked 14, so there were 19 bad carrots.",15
 George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? ,"Sure. Here's the calculation:

George had 30 dollars.

He got 16 more dollars for his birthday, so he had 30 + 16 = 46 dollars.

He spent 38 dollars on a new game, so he had 46 - 38 = 8 dollars left.

Therefore, George has 8 dollars now.",8
" There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut? ","There were 6 girls and 48 boys trying out for the school's basketball team. If only 7 of them got called back, there would have been 6 girls and 41 boys left trying out.",47
 For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell? ,"Amy baked 15 cupcakes and 48 cookies. So, she sold 15 + 48 = 63 pastries.",51
" At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy? ",Victor bought 32 + 37 - 16 = 49 new books.,53
" While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",Haley still had 50 - 38 = 12 pictures from her vacation.,20
" The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ","The cafeteria ordered 37 red apples and 45 green apples for students lunches. So, if only 51 students wanted fruit, the cafeteria ended up with 37 - 45 = 8 extra apples.",31
" While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with? ","Maria started with 35 + 21 = 56 towels. 

After giving 34 towels to her mother, she had 56 - 34 = 22 towels. 

Therefore, Maria ended up with 22 green towels and 35 white towels.",22
" There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ","There were 17 girls and 32 boys trying out for the school's basketball team. If only 10 of them got called back, there were 17 - 10 = 7 students who didn't make the cut.",39
" Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have? ","Nancy picked 38 and her mother picked 47, so they picked a total of 38 + 47 = 85 carrots. If only 71 of the carrots were good, then 85 - 71 = 14 were bad.",14
" A waiter at 'The Greasy Spoon' restaurant had 29 customers to wait on. During the lunch rush he added another 20 customers. If 34 of the customers didn't leave him a tip, how many customers did leave a tip? ","The waiter had 29 customers to wait on, and 20 customers added to that, making 49 customers waiting. Of those, 34 didn't leave a tip, leaving 15 who did leave a tip.",15
" Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash? ","Tom washed 10 - 5 = 5 short sleeve shirts and 25 - 5 = 20 long sleeve shirts before school started. Therefore, he washed 5 shirts by the time school started.",30
" Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive? ",Vanessa had 16 - 30 = 16 files left on her flash drive.,34
" Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ","Sure. To calculate the amount of money Kaleb ended up with, we can subtract the cost of supplies from the earnings from the spring and summer.

In the spring, Kaleb made 4 dollars mowing lawns, so he made 4 dollars in the spring.

In the summer, he made 50 dollars, so he made a total of 4 + 50 = 54 dollars in the summer.

Therefore, Kaleb ended up with 4 dollars - 54 dollars = -50 dollars when he spent 4 dollars buying supplies.",50
" The school cafeteria ordered 6 red apples and 15 green apples for students lunches. But, if only 5 students wanted fruit, how many extra did the cafeteria end up with? ","Sure. To calculate the number of extra apples the cafeteria ended up with, we need to subtract the number of students who wanted fruit from the original order.

In this case, 6 red apples and 15 green apples were ordered, and only 5 students wanted fruit.

Therefore, the cafeteria ended up with 6 - 5 = 1 extra apple.",16
" Bianca picked 39 tulips and 49 roses to make flower bouquets. If she only used 81 of the flowers though, how many extra flowers did Bianca pick? ","Sure, here's the calculation:

Bianca picked 39 tulips and 49 roses. She used 81 flowers, so she picked 39 + 49 = 81 flowers more than she started with.

Therefore, Bianca picked 39 + 49 = 81 extra flowers.",7
" While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",Nancy still had 49 - 38 = 11 pictures from her vacation.,19
" Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, how many problems did she have to do for homework? ","Gwen had 18 + 11 = 29 math problems and 24 - 18 = 6 science problems for homework. So, she had to do 29 - 6 = 23 problems for homework.",5
" For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ","Katie had 10 pieces of candy and her sister had 6. If they ate 9 pieces the first night, they would have 10 - 9 = 1 piece. So, they would have 1 piece left.",7
 A pet store had 15 siamese cats and 49 house cats. During a sale they sold 19 cats. How many cats do they have left? ,"The pet store had 15 Siamese cats and 49 house cats. They sold 19 cats, so they have 15 - 19 = -4 cats left.",45
" There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ","There were 9 girls and 14 boys trying out for the school's basketball team. If only 2 of them got called back, there would have been 9 - 2 = 7 students who didn't make the cut.",21
" Haley had 27 music files and 42 video files on her flash drive. If she deleted 11 of the files, how many files were still on her flash drive? ",Haley had 27 - 11 = 16 music files and 42 - 11 = 31 video files left on her flash drive.,58
" While shopping, Maria bought 40 green towels and 44 white towels. If she gave her mother 65 of them, how many towels did Maria end up with? ","Maria started with 40 + 44 = 84 towels. 

After giving 65 towels to her mother, Maria had 84 - 65 = 19 towels. 

Therefore, Maria ended up with 40 + 44 - 19 = 73 towels.",19
" A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip? ","The waiter had 39 customers to wait on, and 49 of them didn't leave a tip. Therefore, the number of customers who left a tip is equal to the number of customers who didn't leave a tip, which is 39.",2
 A pet store had 19 siamese cats and 45 house cats. During a sale they sold 56 cats. How many cats do they have left? ,"The pet store had 19 Siamese cats and 45 house cats. 

During a sale they sold 56 cats, so they have 19 + 45 - 56 = 14 cats left.",8
" A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip? ","The waiter had 26 customers to wait on, and 27 of them didn't leave a tip. Therefore, 26 - 27 = 1 customer left a tip.",26
 Rachel bought two coloring books. One had 24 pictures and the other had 39. After one week she had already colored 4 of the pictures. How many pictures does she still have to color? ,"Rachel has already colored 4 pictures, so she still needs to color 24 - 4 = 20 pictures. 

Therefore, Rachel still has 20 pictures to color.",59
" While shopping, Emily bought 5 green towels and 30 white towels. If she gave her mother 26 of them, how many towels did Emily end up with? ","Emily bought 5 green towels and 30 white towels. If she gave her mother 26 of them, she ended up with 5 + 30 - 26 = 13 towels.",9
" For Halloween Katie and her sister combined the candy they received. Katie had 8 pieces of candy while her sister had 23. If they ate 8 pieces the first night, how many pieces do they have left? ","Katie had 8 pieces of candy and her sister had 23 pieces of candy. If they ate 8 pieces the first night, they would have 8 + 23 = 31 pieces of candy left.",23
" Ned was trying to expand his game collection. He bought 50 games from a friend and bought 27 more at a garage sale. If 74 of the games didn't work, how many good games did he end up with? ","Ned bought 50 games from a friend and bought 27 more at a garage sale, so he bought 50 + 27 = 77 games. 

If 74 of the games didn't work, then 77 - 74 = 3 games were good. 

Therefore, Ned ended up with 3 good games.",3
 For the school bake sale Wendy made pastries. She baked 41 cupcakes and 31 cookies. After the sale she had 32 to take back home. How many pastries did she sell? ,"Wendy baked 41 cupcakes and 31 cookies. So, she sold 41 + 31 = 72 pastries.",40
" The school cafeteria ordered 25 red apples and 17 green apples for students lunches. But, if only 10 students wanted fruit, how many extra did the cafeteria end up with? ","Sure. To calculate the number of extra apples the cafeteria ended up with, we need to subtract the number of students who wanted fruit from the total number of apples ordered.

In this case, 25 red apples and 17 green apples were ordered, for a total of 42 apples.

If only 10 students wanted fruit, we can subtract that number from the total number of apples to find the number of extra apples:

42 apples - 10 apples = 32 apples

Therefore, the cafeteria ended up with 32 extra apples.",32
" At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ","Jerry won 29 + 17 = 46 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. He spent 12 tickets on a hat, so he has 46 - 12 = 34 tickets left.",34
 Cody had 45 dollars. For his birthday he got 9 more dollars but spent 19 on a new game. How much money does he have now? ,"Cody had 45 dollars. 

He got 9 more dollars, so he had 45 + 9 = 54 dollars.

He spent 19 on a new game, so he had 54 - 19 = 35 dollars.

Therefore, Cody has 35 dollars now.",35
" For the school bake sale Carol made 30 cupcakes. If she sold 9 of them and then made 28 more, how many cupcakes would she have? ","Carol sold 9 cupcakes, so she had 30 - 9 = 21 cupcakes left. She then made 28 more cupcakes, so she had 21 + 28 = 49 cupcakes.",49
 For Halloween Faye scored 47 pieces of candy. She ate 25 pieces the first night and then her sister gave her 40 more pieces. How many pieces of candy does Faye have now? ,"Faye ate 25 pieces the first night, so she ate 25 + 40 = 65 pieces in total. 

Therefore, Faye has 47 - 25 = 22 pieces of candy now.",62
" Kaleb had 34 books. If he sold 17 of them and used the money he earned to buy 7 new books, how many books would Kaleb have? ","Sure. Here's the solution:

Kaleb had 34 books. If he sold 17 of them, he would have 34 - 17 = 17 books. With the money he earned from the sale, he bought 7 new books, so he ended up with 17 + 7 = 24 books.

Therefore, Kaleb would have 24 books after he sold 17 and bought 7 new books.",24
 In fourth grade there were 10 students at the start of the year. During the year 4 students left and 42 new students came to school. How many students were in fourth grade at the end? ,"There were 10 students in fourth grade at the start of the year. 

During the year 4 students left, so there were 10 - 4 = 6 students who left. 

42 new students came to school, so there were 10 - 6 = 4 students who joined the class. 

Therefore, there were 10 - 4 + 42 = 14 students in fourth grade at the end of the year.",48
" Oliver had 33 dollars in January. By March he had spent 4 dollars. If he got another 32 dollars from his mom, how much money would he have? ","Sure. Here's the calculation:

Oliver started with 33 dollars in January. He spent 4 dollars in March, so he had 33 - 4 = 29 dollars left.

When he got 32 dollars from his mom, he added it to his balance, giving him 29 + 32 = 61 dollars.

Therefore, Oliver would have 61 dollars in January.",61
" A florist had 37 roses. If she sold 16 of them and then later picked 19 more, how many roses would she have? ","Sure. Here's the solution:

After selling 16 roses, the florist had 37 - 16 = 21 roses.

Then, picking 19 more roses, she had 21 + 19 = 40 roses.

Therefore, the florist had 40 roses after selling 16 and picking 19 more.",40
" A teacher had 6 worksheets to grade. If she graded 4, but then another 18 were turned in, how many worksheets would she have to grade? ",The teacher would have to grade 4 worksheets and then grade 18 more worksheets.,20
